algo,fps_med,jitter_ms,dt_ms_p95,ang_jitter_deg_rms,trans_jitter_mm_rms,relock_p50_ms,p95_gap_ms,drift_pos_mm,drift_ang_deg,dm_mean
AprilTag,31.282800181984978,5.464851877975539,48.5346794128418,1.7417153111016277,0.6707898724410064,0.0,0.0,3.646952719803856,3.322891147249513,62.170599546187965
FaceMesh,31.163795401379407,5.187529651659787,47.75557518005371,0.3563736761797218,3.737626732436283,0.0,0.0,38.098220689380156,5.206001770125246,119.52696326941245
