algo,ID,fps_med,fps_min,fps_max,jitter_ms,dt_ms_p95,n_segments,mean_seg_s,p95_gap_ms,n_gaps,relock_p50_ms,ang_jitter_deg_rms,ang_deg_p95,trans_jitter_mm_rms,trans_mm_p95,drift_pos_mm,drift_ang_deg,dm_mean,dm_p05,dm_p95
AprilTag,0,31.282800181984978,20.145552353506243,76.92018779342723,5.464851877975539,48.5346794128418,1,5.171093702316284,0.0,0,0.0,1.7417153111016277,3.5816161012666723,0.6707898724410064,1.224058771037688,3.646952719803856,3.322891147249513,62.170599546187965,61.370201110839844,63.14571475982666
FaceMesh,0,31.163795401379407,18.58542961843697,142.72165509731863,5.187529651659787,47.75557518005371,1,5.469506740570068,0.0,0,0.0,0.3563736761797218,0.7157470284687099,3.737626732436283,7.502917230606209,38.098220689380156,5.206001770125246,119.52696326941245,110.94254302800246,125.44818139675462
