Time,TagIDs,FusedTx,FusedTy,FusedTz,R00,R01,R02,R10,R11,R12,R20,R21,R22,AvgDecisionMargin,Confidence,RScale
1755081753.85424,"[1, 3]",0.04575913226989734,0.02646570202783729,0.5404229164329305,0.9555335742877472,-0.058848725279010694,0.28895054238038376,0.08188652937231647,0.9942993714188016,-0.06828877143083589,-0.28328463551036287,0.08891337092480367,0.9549053501549508,45.50620211399614,0.6499999999999999,1.1150000000000002
1755081754.142231,"[1, 3]",0.043913224519169555,0.025394063984609243,0.5370945211484347,0.9562120282665801,-0.059520443611769024,0.2865586742546303,0.08129291289694973,0.9945892854785566,-0.06468087448375391,-0.281158352732125,0.08514381952621346,0.9558768281977786,44.920186390811196,0.7549999999999999,0.8105000000000002
1755081754.261756,"[1, 3]",0.041012512820324254,0.026518561904301786,0.5295364553890545,0.9547063765966671,-0.0593352004468273,0.291573435816087,0.08167785993008458,0.9945335203480901,-0.06505231818526296,-0.2861196632231075,0.08592095723378572,0.9543338658064722,40.51117712752647,0.8284999999999998,0.5973500000000005
1755081754.3859315,"[1, 3]",0.041004479999003654,0.02847042482024656,0.5267297830693268,0.9550125672539684,-0.05790462507147314,0.29085744065145835,0.07858933688255378,0.9951037373484432,-0.05993553239540951,-0.28596278169605394,0.08009748005082827,0.9548872609759553,41.677547909219115,0.8799499999999998,0.4481450000000007
1755081754.5025437,"[1, 3]",0.041407810117389,0.027592367028170698,0.5325584392265018,0.9556287260448973,-0.05601566453039965,0.2891988645984358,0.07592176695006704,0.9954213877464339,-0.05807018271147075,-0.28462189525928316,0.07745002352602365,0.9555060808779985,38.976609710435724,0.9159649999999997,0.34370150000000077
1755081754.5993865,"[1, 3]",0.04287083692893847,0.026570468053612167,0.5360868611489409,0.9557295117300585,-0.054967560713332315,0.2890668913546658,0.074556385871222,0.9955756082025489,-0.05718875482073659,-0.28464441981891275,0.07620876341570568,0.955599172584721,40.331791004339024,0.9411754999999997,0.27059105000000105
1755081754.7038715,"[1, 3]",0.04516914709176394,0.025180514977657907,0.5415672719937485,0.9569877947335126,-0.055077366617931736,0.2848523203653471,0.07362208728426893,0.9957793464208795,-0.05480220347315984,-0.2806316963477146,0.0734164622413806,0.957003591465029,44.7170160349344,0.9588228499999998,0.21941373500000072
1755081754.8193686,"[1, 3]",0.04424490519277122,0.02528368763770207,0.5395561257299689,0.9574546719556534,-0.05412703144670422,0.28346219433472913,0.07316743502346704,0.9956887700116377,-0.05701227696557092,-0.27915421831378257,0.07532687262511124,0.9572872007178104,41.68865243892521,0.9711759949999998,0.18358961450000066
1755081754.9323313,"[1, 3]",0.041636135369953337,0.025044754679308067,0.5450928392112279,0.9600095565289357,-0.05218218475238748,0.27506121312824844,0.07207397339838402,0.9954261433985986,-0.06270674124176387,-0.2705309478260945,0.08002382540881309,0.9593795878771106,43.05490688746008,0.9798231964999999,0.15851273015000045
1755081755.0314877,"[1, 3]",0.11082222691906607,0.021688425043782697,0.5792451913568359,0.9906860045522698,-0.0537516278185973,0.12510796493873297,0.06067708808781094,0.9967906635679374,-0.052217468389181745,-0.1218996774624292,0.05932230213538717,0.9907680521211379,40.35691253725239,0.9858762375499999,0.14095891110500025
1755081755.135483,"[1, 3]",0.047434902837960854,0.02952998976871786,0.5348742297470637,0.9868753053635638,-0.053750008218421935,0.1522762892905268,0.06241153895081232,0.9966592106655131,-0.05268033410474407,-0.14893599789629056,0.061492718366614754,0.9869329836004673,43.88028463628571,0.9901133662849999,0.1286712377735002
1755081755.2343366,"[1, 3]",0.029710584086733917,0.02890608940969025,0.5297732747063548,0.9832729668827963,-0.054786304504970934,0.17370300353244322,0.06533251649268718,0.9963141783376226,-0.05558525282987102,-0.17001745465168022,0.06600393080807027,0.983228125224074,40.439255096290765,0.9930793563995,0.12006986644145012
1755081755.3311222,"[1, 3]",0.02163542271735978,0.024310515058592507,0.5337649075690517,0.981086970922323,-0.0573630951316515,0.18487247172950955,0.06745027915135193,0.9965314799386992,-0.048738786747219466,-0.1814354301917514,0.060286688481814434,0.9815532078614134,41.28568597609221,0.99515554947965,0.11404890650901489
1755081755.418532,"[1, 3]",0.10040355623305075,0.026013312878691467,0.5780830083208411,0.28585978294595593,0.022593583034799317,0.9580050701847778,0.1895397861202764,0.9786381364036638,-0.07963709847705441,-0.9393395839479837,0.2043451197900596,0.2754709023588796,40.35058512816296,0.996608884635755,0.10983423455631058
1755081755.5098689,"[1, 3]",0.1127106800197483,0.026301947381347567,0.5822430887935619,0.6019054107630376,-0.009697522468640724,0.7985085062490876,0.1508449002742326,0.9833056897362836,-0.10176313966023501,-0.7841911071642141,0.1817027203710002,0.5933198368960391,42.74001237142866,0.9976262192450285,0.10688396418941748
1755081755.6111798,"[1, 3]",0.03476989969217789,0.026325203641413605,0.532848253438166,0.7056803696660369,-0.029426676822900344,0.7079189830476127,0.13168197523850506,0.9871769204229075,-0.09023073302168409,-0.6961860909737363,0.15689422703052291,0.7005063370585618,41.864864029044995,0.9983383534715198,0.10481877493259262
1755081755.7169414,"[1, 3]",0.018255556341560775,0.025161666522692486,0.5233646278926559,0.7776218451265403,-0.04082064998739092,0.6274057224130186,0.11847419194645571,0.9895273885731741,-0.08245855386913312,-0.6174691343092619,0.1384529587916462,0.7743143072275039,42.334890355954,0.9988368474300637,0.10337314245281526
1755081755.8257546,"[1, 3]",0.016169435184410413,0.027185013345788274,0.5249148547753509,-0.25372602150956824,0.11465085980889074,0.9604573318758143,0.26404288969939893,0.9634486605226018,-0.04525517579675491,-0.9305398747007658,0.24211951363383788,-0.2747247398935826,44.147409058343285,0.9991857932010446,0.10236119971697066
1755081755.9439042,"[1, 3]",0.0167014576715944,0.02525199752972558,0.5330409837225875,0.06179153579843033,0.05834886772244201,0.9963820631360144,0.2284840532385924,0.9709530707707722,-0.07102937263183612,-0.9715847073309335,0.23204642638126777,0.04666489563202203,43.81825175979682,0.9994300552407311,0.10165283980187967
1755081756.0420518,"[1, 3]",0.09407099802286925,0.021559546886476006,0.581618909610151,-0.6904523985359419,0.20353526188497228,0.6941533566333746,0.29085291690700354,0.9567275223361116,0.008776601352072935,-0.6623292731584896,0.20795635401213702,-0.7197736371549919,44.806891137036516,0.9996010386685117,0.10115698786131633
1755081756.1442726,"[1, 3]",0.11489559762984043,0.02250752745447987,0.5885297330576906,-0.9565256099171666,0.2728425218355305,0.10303259606076376,0.2819000624968092,0.9555118791064781,0.08677213637281626,-0.07477374095822331,0.11204466593656144,-0.9908859069026448,45.1356569111979,0.9997207270679582,0.10080989150292119
1755081756.2502904,"[1, 3]",0.11584730223787966,0.02218294213088265,0.5888266401815596,-0.8647669093732974,0.27538791578267463,-0.4199281942116174,0.2402831024312809,0.9611949939097987,0.13552938562813802,0.44095603311322773,0.016299678635373793,-0.8973806869648074,43.90863817045327,0.9998045089475707,0.10056692405204526
1755081756.3520076,"[1, 3]",0.1092305974451884,0.020548618123484047,0.5909418097417483,-0.5982436191401523,0.24257099620482578,-0.7637171491843633,0.19367153346678198,0.9685946630269193,0.15593497324331768,0.777557656564912,-0.05462316867380952,-0.6264346734986141,46.25492262212978,0.9998631562632994,0.10039684683643202
1755081756.4676304,"[1, 3]",0.11013578013967878,0.021123839087009523,0.5881894810719676,-0.2987189242363511,0.20103573928274618,-0.9329263828588604,0.1577267839551927,0.9745171654260261,0.15949468929458271,0.9412169069487805,-0.09950339602779007,-0.3228154399230428,45.98681843085765,0.9999042093843096,0.1002777927855023
1755081756.571077,"[1, 3]",0.11308232170407542,0.021996505153210832,0.5864058720536359,-0.9285648819232946,0.2819943183511225,-0.241343043149091,0.2597804400831171,0.9581746033378131,0.12006478446508208,0.2651063616909262,0.048791740449695156,-0.9629838955324692,43.98652568251941,0.9999329465690165,0.10019445494985213
1755081756.6768653,"[1, 3]",0.11077173308434421,0.021489350946602356,0.5868990953325509,-0.7119964170842867,0.2609325986421332,-0.6519012816562046,0.2145642960374043,0.9648343700597042,0.15184466147174044,0.668597984535634,-0.03176188466318954,-0.7429454339031438,46.967058120111574,0.9999530625983115,0.10013611846489656
1755081756.7942326,"[1, 3]",0.10900082482041107,0.02150311324646706,0.5881030490098017,-0.9505295001949988,0.2680188423547284,0.15703365690793014,0.2824417528377664,0.9561287925074643,0.07774566478041417,-0.12930709768986526,0.11825240919765517,-0.984528334892386,45.88072909792971,0.999967143818818,0.10009528292542802
1755081756.8989947,"[1, 3]",0.10522427348895483,0.021210598592530053,0.588355341808039,-0.8780327006619002,0.2746483810576026,-0.39195260344945815,0.24150143167070304,0.9612982569223438,0.13259984818643034,0.41320168812502567,0.021769887930385916,-0.9103792818985545,46.13168601530319,0.9999770006731725,0.10006669804779955
1755081757.0024188,"[1, 3]",0.1036575011058259,0.02106176807320632,0.5884219588634038,-0.6145072163440595,0.24490117585556323,-0.7499361940362914,0.19507605196711394,0.9682465829293334,0.1563454143702132,0.7644123331095591,-0.05021920658704499,-0.6427688669185594,46.18917633887426,0.9999839004712208,0.10004668863345989
1755081757.113564,"[1, 3]",0.10875582763399415,0.02187024871538896,0.5852223882961917,-0.3179632576042962,0.20305863529003737,-0.9261028870745474,0.1566295152318113,0.9746242459779874,0.15992114966472581,0.9350756984180009,-0.09420599655004681,-0.3416996758004033,46.16484332976421,0.9999887303298545,0.1000326820434223
1755081757.2289143,"[1, 3]",0.10689041468805861,0.02111358868253044,0.5865963473562843,-0.9337300739803057,0.27434330030032217,-0.22996500282664795,0.2529525790063568,0.960202282811839,0.11843381635734926,0.2533044447276158,0.052414975562912934,-0.9659655939100386,45.890720042563515,0.999992111230898,0.10002287743039595
1755081757.3413515,"[1, 3]",0.10441414459461362,0.02047010643531745,0.5879418217568867,-0.8301402574969703,0.22430973875571805,0.5104432328694405,0.28030199750117524,0.9592987381462488,0.034303369919969684,-0.48197296924175687,0.17155486612263915,-0.85922696933344,45.38082792723021,0.9999944778616285,0.10001601420127715
1755081757.4557512,"[1, 3]",0.10507448906667623,0.020935126343886196,0.5865974161162513,-0.3841781113140373,0.13194291169246217,0.9137823848385865,0.25704740134322857,0.9658886331706285,-0.03139716188557326,-0.8867546516652015,0.22282328506215607,-0.4049888534073954,45.186127813045616,0.9999961345031398,0.10001120994089474
1755081757.5666983,"[1, 3]",0.10683247566590656,0.022088599168321323,0.5838091178837895,-0.8901265102456101,0.24041732347248826,0.38713603078542974,0.28125498774928165,0.9582451245230311,0.051593732119245755,-0.35856718704327045,0.1548088883177126,-0.9205779600195253,44.5480779742091,0.9999972941521977,0.10000784695862652
1755081757.6679227,"[1, 3]",0.1054333178671472,0.022982984305184178,0.5830207094714773,-0.9395799821110947,0.27511133309767755,-0.2037233703268567,0.25546234824517133,0.9596284328449906,0.11769562228277745,0.2278781381466368,0.05854080010288672,-0.9719282529477863,45.323661512605945,0.9999981059065384,0.10000549287103899
1755081757.7741742,"[1, 3]",0.1017329083140564,0.02286563968352938,0.5834590462875847,-0.7261766051502272,0.2564255614721624,-0.6378976952115263,0.20679984591525127,0.9663404515341358,0.1530357979631912,0.6556686372413427,-0.020786128848071322,-0.7547625951155714,46.341456316113224,0.9999986741345768,0.10000384500972759
1755081757.888239,"[1, 3]",0.10603216964738692,0.024609212617653257,0.5795775704635839,-0.42933882854362304,0.20933838642196675,-0.8785474433831318,0.153356333261949,0.9755377937535277,0.1575050729562399,0.8900280924517158,-0.06710777100118688,-0.4509396209228158,45.11192727631882,0.9999990718942038,0.10000269150680907
1755081758.0001595,"[1, 3]",0.10481589182745019,0.0249118750170398,0.5786801491060063,-0.13615483996519362,0.161787203651789,-0.9773877225996791,0.1123530587064428,0.9827317882932686,0.14702048318932026,0.9842960173410026,-0.08979494981595086,-0.15198097655361897,46.16141637130329,0.9999993503259426,0.10000188405476651
1755081758.1072483,"[1, 3]",0.10214763526678268,0.024008464389067615,0.5802258619803478,0.11647474366797222,0.11823467612088598,-0.9861309220636323,0.08268145389511569,0.9882881110829571,0.1282590607866397,0.9897461347584391,-0.09647367959537084,0.10533478948599889,47.13014185566303,0.9999995452281598,0.1000013188383364
1755081758.2170517,"[1, 3]",0.10270541044390025,0.023700696610732135,0.5793930244358727,0.31427386569050036,0.08413841613680222,-0.9455964595290847,0.06106590362928312,0.9922101512696573,0.10858163349012222,0.947366292812811,-0.0918680719697242,0.3066877314055408,48.709598365454895,0.9999996816597119,0.10000092318683551
1755081758.319176,"[1, 3]",0.10231872174175002,0.023765224094872243,0.581211717095285,-0.6723819451609824,0.2499130934912534,-0.6967395248750902,0.1936806052135127,0.9678864808780411,0.1602609849515775,0.714416085335193,-0.027188340058826144,-0.699192713905962,47.535213490158384,0.9999997771617983,0.10000064623078497
1755081758.4216824,"[1, 3]",0.10261988389259007,0.02429473036095761,0.5809957803086385,-0.953599529882257,0.285594917954371,0.09530728957941857,0.2941581277534734,0.9512481030596798,0.0927256291536096,-0.06417890996978891,0.11645853023285846,-0.9911198102404637,50.489145428454634,0.9999998440132587,0.10000045236154964
1755081758.52048,"[1, 3]",0.10574152332197928,0.02468844280723835,0.5795496985170745,-0.8542615951859446,0.2803211689394881,-0.43778667091948426,0.23996241249537964,0.9597000202016713,0.1462665779127592,0.4611454950227348,0.01989757445798264,-0.8871014141297072,48.92957908859752,0.9999998908092811,0.10000031665308473
1755081758.6218796,"[1, 3]",0.10485643906637643,0.024471288201207045,0.5801018201179919,-0.580628426651335,0.23858780396920556,-0.7784256483194445,0.17997489200012348,0.970058738238463,0.16307998840061685,0.7940274985250444,-0.04540819490305,-0.6061834931946822,50.716987069181954,0.9999999235664967,0.10000022165715983
1755081758.722802,"[1, 3]",0.10267657248950786,0.024571978712508855,0.5800873509696,-0.27013033392327945,0.18642292190898993,-0.9446036718547163,0.1303851670011659,0.9791218978264027,0.15594876537793387,0.9539545643900321,-0.08103581543822727,-0.2887973090173901,51.49608990216268,0.9999999464965477,0.10000015516001204
1755081758.7973294,"[1, 3]",0.10249421977008721,0.023821222160447953,0.58091251604854,-0.9131484707987367,0.2918710227122537,-0.28455434696878634,0.2639213910614416,0.9553356356271048,0.13296361397446327,0.31065313392612504,0.04631554168807247,-0.9493942810971732,51.534317616380136,0.9999999625475833,0.10000010861200836
1755081758.8745642,"[1, 3]",0.1010140483132985,0.023379936281261206,0.5817624679718567,-0.8469018218857614,0.2658053037628759,0.4605484171920512,0.3185807059354413,0.9470836508439777,0.039228715371757025,-0.4257506757390459,0.17994471038507276,-0.8867673106921443,52.85050860942442,0.9999999737833083,0.10000007602840588
1755081758.9517798,"[1, 3]",0.09899075757765681,0.02299967018125833,0.583078356458188,-0.9410697954338741,0.30003662067697245,-0.15609505557444495,0.2831273559806332,0.9513333191219718,0.1216709341781703,0.1850041632435939,0.07030606077085651,-0.9802196271251779,53.71195854153166,0.9999999816483158,0.10000005321988414
1755081759.0212595,"[1, 3]",0.10388403840582086,0.024874037248487805,0.5800862398860573,-0.7930862837495398,0.2501633020766242,0.5553669677091574,0.31577525007925555,0.9485386436531669,0.02367346476530989,-0.5208647981633318,0.19414624330831232,-0.8312683671616174,54.17497455923127,0.999999987153821,0.10000003725391915
1755081759.0909417,"[1, 3]",0.10657894158434114,0.02547476801154896,0.5782709888477036,-0.3413743713614021,0.16403644056902555,0.9255028820825209,0.2950418271150863,0.9535868295557743,-0.06018703141340677,-0.8924202254712739,0.2525157513170445,-0.37392771561705546,52.031599083795555,0.9999999910076747,0.10000002607774361
1755081759.1693287,"[1, 3]",0.1075857569233467,0.025052688776533275,0.5778855130699664,0.12161513756429981,0.08198034521864436,0.9891860195701556,0.24625353973896894,0.962933819875651,-0.11008021032735743,-0.9615450860366581,0.25697797870152045,0.0969193787703801,51.213800826399705,0.9999999937053723,0.10000001825442029
1755081759.249841,"[1, 3]",0.1068715365988371,0.02379156825950056,0.5802654801575232,-0.6546160320065864,0.23248928987790632,0.7193236967680259,0.3204262638552,0.9471620800091531,-0.014525963807350939,-0.6846932598410398,0.22098127586924998,-0.6945231570246226,52.89993230941171,0.9999999955937606,0.10000001277809423
1755081759.3181942,"[1, 3]",0.10331726790996036,0.02214505424558573,0.5830697050687946,-0.9472384272621742,0.30305184945207975,0.10439798111820281,0.31215082349412515,0.9461604165185346,0.0856873946704697,-0.07280951386887674,0.11375430874102006,-0.9908373892486247,52.75953093006086,0.9999999969156323,0.10000000894466643
