algo,fps_med,jitter_ms,dt_ms_p95,ang_jitter_deg_rms,trans_jitter_mm_rms,relock_p50_ms,p95_gap_ms,drift_pos_mm,drift_ang_deg,dm_mean
AprilTag,31.11999529554977,221.07674566983542,412.69268989562966,15.260615921132572,62.316663133119235,477.4516820907593,1401.5186190605161,253.6608477523943,3.25292172277834,60.00306803385417
FaceMesh,31.155230044716475,14.17095782174525,47.67374992370605,4.71258581309299,22.560769021928735,298.56181144714355,298.56181144714355,122.88027787209181,8.854831583495026,126.3971746262724
