algo,ID,fps_med,fps_min,fps_max,jitter_ms,dt_ms_p95,n_segments,mean_seg_s,p95_gap_ms,n_gaps,relock_p50_ms,ang_jitter_deg_rms,ang_deg_p95,trans_jitter_mm_rms,trans_mm_p95,drift_pos_mm,drift_ang_deg,dm_mean,dm_p05,dm_p95
AprilTag,0,31.11999529554977,0.6363852780190644,48.706412430034604,221.07674566983542,412.69268989562966,13,0.34311795234680176,1401.5186190605161,12,477.4516820907593,15.260615921132572,35.77827723233704,62.316663133119235,111.17100952005279,253.6608477523943,3.25292172277834,60.00306803385417,39.482282638549805,72.5200569152832
FaceMesh,0,31.155230044716475,3.349390182062976,124.91226398236941,14.17095782174525,47.67374992370605,2,8.415788650512695,298.56181144714355,1,298.56181144714355,4.71258581309299,9.08686567103726,22.560769021928735,43.76765060680402,122.88027787209181,8.854831583495026,126.3971746262724,94.88418444397134,170.04412905923925
