algo,ID,fps_med,fps_min,fps_max,jitter_ms,dt_ms_p95,n_segments,mean_seg_s,p95_gap_ms,n_gaps,relock_p50_ms,ang_jitter_deg_rms,ang_deg_p95,trans_jitter_mm_rms,trans_mm_p95,drift_pos_mm,drift_ang_deg,dm_mean,dm_p05,dm_p95
AprilTag,0,31.171206254598424,0.7505732682859788,45.663719897225974,108.94781892207885,55.218315124511776,11,2.011372457851063,1312.808012962341,10,672.0055341720581,7.5379552055531756,3.5918985716555345,12.555365709700213,9.879347392199845,42.3092150537556,17.703359831667264,57.9993199288845,34.24771251678467,71.26852149963378
FaceMesh,0,31.13695856648519,0.6244136683385965,133.25403482018046,65.54791806669886,47.758567333221436,8,4.514673113822937,1452.6946067810056,7,496.33240699768066,2.7101845237786075,5.155612572052085,47.52067436332312,23.9753995104903,42.44326483491967,34.7360496233856,118.63897656757979,85.35129269331436,167.43468384222803
