Time,ID,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,BetaX,BetaY,BetaZ,AlphaX,AlphaY,AlphaZ,DecisionMargin,Confidence,RScale
1756276793.5381262,0,-0.004673158920792548,-0.0728394226747329,-0.5566826928289375,-0.9921790136557005,-0.008822220155952298,-0.12451093643821473,0.03544744900278187,0.9365177101212026,-0.3488238194110812,0.11968409760864815,-0.350509268152583,-0.9288804927000804,-177.95387149776798,6.873871312234003,-159.32620548510945,-177.95387149776798,6.873871312234003,-159.32620548510945,85.83122912725352,0.9999329465690165,0.10019445494985213
1756276793.5719206,0,-0.004548408646694658,-0.07565509827648981,-0.5639447382428016,-0.9935162811738587,-0.01470165418827377,-0.1127353556192325,0.027505927718996532,0.9310618214088917,-0.3638231832292637,0.11031238816553533,-0.36456514654981137,-0.9246206957116689,-178.41414667034704,6.333323685085568,-158.4813684211298,-178.41414667034704,6.333323685085568,-158.4813684211298,90.52798235837756,0.9999530625983115,0.10013611846489656
1756276793.6026204,0,-0.0035339825883642503,-0.07647636572888526,-0.5790697163281786,-0.9950045931205628,-0.02514024846495415,-0.09661173622341962,0.011692114700955875,0.9317625880642898,-0.36287983401886126,0.09914209057107345,-0.3621966971009771,-0.9268141121532084,-179.32675889227534,5.689770390275233,-158.6545629695625,-179.32675889227534,5.689770390275233,-158.6545629695625,94.11071489680761,0.999967143818818,0.10009528292542802
1756276793.6343114,0,-0.0018114446760563044,-0.07755992905244578,-0.5728523658285974,-0.995931421806068,-0.029923703730387947,-0.0850010294902365,0.0045286108148080515,0.9254455458161279,-0.37885357780173756,0.09000052635086137,-0.37769711897781955,-0.9215447854404164,-179.73947152103176,5.1636373714156525,-157.71362292827234,-179.73947152103176,5.1636373714156525,-157.71362292827234,92.7915717822688,0.9999770006731725,0.10006669804779955
1756276793.6660507,0,-0.0006337840623771679,-0.07842676231399734,-0.5723878587676186,-0.9966172033089603,-0.033607433388208555,-0.07499793656950639,-0.0010867907571561232,0.9178749101750042,-0.3968683259685487,0.08217645012092419,-0.3954442940444143,-0.9148064502140539,179.9375201444346,4.713679174901746,-156.62257192595604,179.9375201444346,4.713679174901746,-156.62257192595604,93.88690144050449,0.9999839004712208,0.10004668863345989
1756276793.6986167,0,0.0015250793638426486,-0.08005907936609132,-0.5794091639552741,-0.9973556528472622,-0.0353816196649535,-0.06348104223700451,-0.0060941593257574055,0.9111281583616211,-0.41207807544526487,0.07241935484194856,-0.410601534374198,-0.9089344404377195,179.64990897417843,4.152958871948473,-155.68942921606498,179.64990897417843,4.152958871948473,-155.68942921606498,94.33449110299567,0.9999887303298545,0.1000326820434223
1756276793.7299194,0,0.003173302150478935,-0.0793436574404746,-0.5827838439673136,-0.9980009620094156,-0.034619025639723085,-0.052873461131625915,-0.009194135704965729,0.9072531870453685,-0.42048439027466983,0.06252637600980913,-0.4191577002272276,-0.905757845477091,179.47217458697105,3.5848358940721647,-155.1667087058831,179.47217458697105,3.5848358940721647,-155.1667087058831,92.791051744179,0.999992111230898,0.10002287743039595
1756276793.780836,0,0.004143902569635557,-0.08012007177021545,-0.5815017605090895,-0.9984629185475087,-0.03391979830322288,-0.04383203815316194,-0.011472255956218983,0.9002098464925443,-0.435305202841805,0.0542234970180508,-0.434133250927568,-0.8992152872422683,179.34170522293857,3.108301965537574,-154.22915734262793,179.34170522293857,3.108301965537574,-154.22915734262793,93.0580210760833,0.9999944778616285,0.10001601420127715
1756276793.810738,0,0.004973631925795836,-0.07859495189192063,-0.591427415017913,-0.9987280332040726,-0.03334742884689646,-0.0378188402998611,-0.013736367136900263,0.9016349865341261,-0.4322796123754701,0.04851420318015649,-0.4312102735869213,-0.9009462092949206,179.21201146384712,2.7807506256764887,-154.4233220375777,179.21201146384712,2.7807506256764887,-154.4233220375777,93.64965125434156,0.9999961345031398,0.10001120994089474
1756276793.8422625,0,0.005626141322906669,-0.07953658075137514,-0.5895351209185541,-0.9989779101343642,-0.02931994700497878,-0.034401682679825664,-0.010997030560612358,0.8958646746154469,-0.4441908937551607,0.04384290572518134,-0.4433585743884793,-0.8952714527637907,179.3692973767384,2.5128189220934387,-153.65435112148927,179.3692973767384,2.5128189220934387,-153.65435112148927,92.67487080694374,0.9999972941521977,0.10000784695862652
1756276793.8712895,0,0.007500270458189587,-0.0814907712756829,-0.6050377103834518,-0.9992474319329324,-0.027542275718542675,-0.027312869195373214,-0.012447078266251119,0.894586594885323,-0.44672127159350367,0.03673744708160342,-0.4460451180090718,-0.894256178442285,179.28633474862232,2.105374432015065,-153.49048524214638,179.28633474862232,2.105374432015065,-153.49048524214638,98.76126880629386,0.9999981059065384,0.10000549287103899
1756276793.9003382,0,0.009046333994723288,-0.08251920541199788,-0.6082300192782587,-0.9994325198007782,-0.027604844289446397,-0.019303132813681453,-0.015794574978094635,0.8902064206080597,-0.45528349422030234,0.029751802734095858,-0.45472024507376196,-0.8901372528740327,179.09459904487352,1.7049043143048093,-152.9401080510824,179.09459904487352,1.7049043143048093,-152.9401080510824,95.06847256660443,0.9999986741345768,0.10000384500972759
1756276793.9324481,0,0.010889857814648952,-0.08212129146710599,-0.6155844878252482,-0.999520997419585,-0.028433952709900685,-0.012218267088643552,-0.019759992329252192,0.8901934868429678,-0.45515392856209347,0.023818447063278358,-0.4546944757918777,-0.8903289365531392,178.86744079815196,1.3648255604778192,-152.94642093828534,178.86744079815196,1.3648255604778192,-152.94642093828534,96.71587271937476,0.9999990718942038,0.10000269150680907
1756276793.965122,0,0.012711952907600903,-0.08213181910108897,-0.6212767627147223,-0.9996296259470585,-0.026817990199527072,-0.004626697591392011,-0.02181141258466118,0.8911842064673883,-0.453116952258634,0.016274925806460887,-0.45284821468649916,-0.8914390732098547,178.75003342551702,0.932525730535919,-153.0695752797901,178.75003342551702,0.932525730535919,-153.0695752797901,99.35879361328853,0.9999993503259426,0.10000188405476651
1756276794.004249,0,0.014285135887954476,-0.08361693258004406,-0.6321702370694918,-0.9996658579622437,-0.025585078619697475,0.003684586358812206,-0.02449318863265285,0.8919998704890795,-0.45137159276816596,0.00826172713280528,-0.4513110178130927,-0.8923284759914893,178.59645539991772,0.4733674813417429,-153.1711823625807,178.59645539991772,0.4733674813417429,-153.1711823625807,99.96693401701467,0.9999995452281598,0.1000013188383364
