Time,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,Yaw,Pitch,Roll
1755173721.9435642,-99.01558993514529,-20.623687373561275,-480.524788849068,-0.35182629265344606,0.24167716912571038,-0.9043287044659782,-0.19302564250529017,0.9266010162665673,0.32272536000318414,0.9159472480078488,0.2881018961706911,-0.27935270947263185,134.11666633835014,-66.34060898142478,-151.2491076584876
1755173721.9762208,-98.01107276480371,-20.590443204468812,-475.8586418024408,-0.3467218180230824,0.2806125984741434,-0.8950086873792666,-0.1773655325107087,0.9173698973023272,0.35633402784565776,0.9210458451043364,0.28229247439686816,-0.2683011556347312,133.54435106401803,-67.07945941422518,-152.907987087306
1755173722.0054064,-97.73869184699096,-20.677382058499497,-475.0753155920416,-0.34022686544925346,0.2821895176136368,-0.897003208564807,-0.16645199304667774,0.9207739862941346,0.35280164423482707,0.9254941458687702,0.2693405693782348,-0.26630103952039685,134.6748752142642,-67.74298629695284,-153.93035180971356
1755173722.036888,-97.80718925633184,-20.566597428873926,-475.7398358264129,-0.3263809810256984,0.28829571145309485,-0.9002005543113473,-0.1603803618396295,0.9216544057902508,0.3533147263044797,0.9315329273626846,0.2596896976107711,-0.2545734986088184,134.43000599370313,-68.67504517272803,-153.83095809281994
1755173722.070253,-98.31626168073363,-20.620471253530823,-476.40188149810217,-0.3302040611505368,0.2836692718675481,-0.9002760810983639,-0.1643198179847563,0.9219350215572885,0.3507631871271824,0.9294967861252394,0.26375663067361416,-0.25781420511398045,134.34723885946508,-68.35650855121497,-153.5436329699596
1755173722.105538,-98.40775889091017,-20.33046076584054,-476.32026322661983,-0.33403767030848913,0.30231761245421074,-0.8927613880622655,-0.15310254287275574,0.9171852039308487,0.3678735014325213,0.930042174409727,0.2595676460776899,-0.26008881354051727,135.0574623589784,-68.44139015538889,-155.37615965900392
1755173722.1362972,-98.85571848545962,-19.63873250492934,-475.1961520931626,-0.3288131566724568,0.3197493411829573,-0.8886181783039098,-0.14810665102381568,0.9118367329775212,0.3829075506116194,0.9327091336111188,0.257515302857801,-0.2524669104505597,134.43283878724696,-68.86113614939708,-155.75186515811632
1755173722.1687987,-99.04316467980999,-19.809960889638376,-475.84584839845354,-0.33921319221152,0.2928998398174643,-0.8939485969923405,-0.17059697860121187,0.9153811537873796,0.36465602172872985,0.9251113884942764,0.2762010628614416,-0.2605415355608429,133.328863057912,-67.68515741808528,-153.30127845149633
1755173722.2004845,-98.54758879478558,-19.474873770027525,-471.4065228564796,-0.311859767217567,0.31837009581020037,-0.8952005181437334,-0.14906306049651177,0.9141271877690577,0.37703008974993946,0.9383622379371509,0.25102184501600255,-0.23762227113287127,133.42923171485398,-69.77830986227823,-154.45308399579952
1755173722.2330203,-98.70138085872621,-19.65597987703826,-471.2476628287631,-0.305685151601215,0.3104855074500734,-0.9000862946151401,-0.14182691381943688,0.9199421793486593,0.3655017280009679,0.9415103369623704,0.23938491247091967,-0.23717746325124128,134.73460636911597,-70.30676455147879,-155.11039588194788
1755173722.259729,-99.76690875889327,-20.35476044511484,-474.29977005205967,-0.29677239769315444,0.2988323520872667,-0.9069869730671151,-0.14350945383685776,0.9250335712408823,0.3517355949243492,0.9441033739092889,0.2345466210017338,-0.2316391632469909,134.64266842900767,-70.75249460274033,-154.19310359613513
