algo,fps_med,jitter_ms,dt_ms_p95,ang_jitter_deg_rms,trans_jitter_mm_rms,relock_p50_ms,p95_gap_ms,drift_pos_mm,drift_ang_deg,dm_mean
AprilTag,31.152453244997698,332.52923161549813,47.96245098114014,4.7921329566900095,23.709696746747703,2215.9889936447144,6242.419481277466,89.65964681806271,22.184789273597737,69.50957084789611
FaceMesh,31.133260590405357,68.63453325377303,48.232316970825195,7.18716397433276,123.03137154609969,275.9206295013428,1720.285010337829,114.46188689459603,12.74405059551716,112.91224027315877
