algo,ID,fps_med,fps_min,fps_max,jitter_ms,dt_ms_p95,n_segments,mean_seg_s,p95_gap_ms,n_gaps,relock_p50_ms,ang_jitter_deg_rms,ang_deg_p95,trans_jitter_mm_rms,trans_mm_p95,drift_pos_mm,drift_ang_deg,dm_mean,dm_p05,dm_p95
AprilTag,0,30.93258600980862,1.8833037956552448,43.223760009068705,19.967606380542207,47.080183029174805,3,12.066947937011719,525.8086442947388,2,479.250431060791,1.7236342771626891,2.8915357536395656,2.6798614623028008,5.152774970492582,71.34824116802565,7.523697152812294,48.708882193355,39.00494804382324,54.398260498046874
FaceMesh,0,31.217374477143156,0.4132247559057104,inf,28.213054128791345,47.38569259643555,6,47.43070034186045,2081.2092304229736,5,436.4650249481201,1.8214294086564156,4.205125146803639,7.7347532071617895,11.999524245669202,100.98221191698678,23.775064635387686,84.22379329846588,58.03170617167533,105.82417012644318
